,K,I,KNN,GP
0.8736263736263736,"{0: 15.879947402366732, 1: 39.70789512486806, 2: 13.701992335384803, 3: 28.58403165854855, 4: 27.665824355325295, 5: 30.642100160814433}","{0: 16.437963363671678, 1: 37.50476436153174, 2: 12.98505270044863, 3: 26.16904057914485, 4: 25.97584785021043, 5: 24.95471812428084}","{0: 14.633332965690391, 1: 40.924762705805456, 2: 18.209632589314715, 3: 26.70482104855516, 4: 27.543664784332915, 5: 27.120944979370737}","{0: 15.440970989384496, 1: 43.4439399735345, 2: 17.71528097365813, 3: 26.087073110747372, 4: 28.470543704054997, 5: 32.78295187753178}"
0.8763736263736264,"{0: 17.573939352659377, 1: 15.978870329561193, 2: 14.480980076396182, 3: 15.167317080885455, 4: 21.79236093143542, 5: 17.991685617782952}","{0: 23.08240617155887, 1: 23.62163801510525, 2: 12.958734212279568, 3: 13.972146393322289, 4: 21.53555462985126, 5: 17.080879039493528}","{0: 17.301906800741186, 1: 22.81218326338636, 2: 13.002390882273938, 3: 13.488117740531104, 4: 15.74308551261331, 5: 15.654971143939953}","{0: 15.97765739092226, 1: 21.982334146819163, 2: 17.53128624360525, 3: 21.241502080958888, 4: 12.330312433512221, 5: 18.211492029540157}"
0.8791208791208791,"{0: 21.524960738798814, 1: 66.18472695267407, 2: 24.38826739499405, 3: 47.309285373559234, 4: 37.99162083791383, 5: 33.62027118094981}","{0: 25.135975954228424, 1: 65.94348267823821, 2: 25.98450802580256, 3: 44.778295244547444, 4: 41.362129898692295, 5: 29.191766307612482}","{0: 25.42947141502754, 1: 74.26387731545721, 2: 30.07358382732238, 3: 49.47339751502853, 4: 41.615992963092204, 5: 34.44343820009577}","{0: 25.803603429393682, 1: 68.08499739992632, 2: 21.238162300979386, 3: 46.87982386245667, 4: 24.942336927889794, 5: 29.84670335367372}"
0.8818681318681318,"{0: 8.0418076283525, 1: 8.831604931671825, 2: 3.5059987759016575, 3: 6.48563035828414, 4: 15.184866805597466, 5: 6.218049191954961}","{0: 5.514913246314022, 1: 9.090785991195778, 2: 4.608523414390954, 3: 7.962576134338277, 4: 16.480915866826813, 5: 6.39606713861043}","{0: 4.743402655516942, 1: 8.361291808597791, 2: 7.698892320994979, 3: 7.251250776327216, 4: 17.665417031052957, 5: 3.764446986923283}","{0: 11.13373076612792, 1: 8.821323587636538, 2: 3.615379480127138, 3: 6.517508356781476, 4: 15.12315053100788, 5: 6.912742295289593}"
0.8846153846153846,"{0: 32.906592486795084, 1: 47.40404089969905, 2: 28.794663524880306, 3: 34.03116411085113, 4: 39.93528612623894, 5: 30.232071578010903}","{0: 33.88571570054897, 1: 34.822119503980936, 2: 19.753596247718725, 3: 30.703814958175474, 4: 36.55044921890813, 5: 14.701307558789717}","{0: 33.96592659984027, 1: 40.44443007406522, 2: 25.322535760602204, 3: 27.299388661040414, 4: 35.662125655124356, 5: 18.00470903952671}","{0: 26.224402254232075, 1: 50.1094955904977, 2: 27.84414688330198, 3: 14.355976433420464, 4: 39.1333484492012, 5: 39.609638905774815}"
0.8873626373626373,"{0: 19.795579248533464, 1: 40.08851506236483, 2: 21.326487428698055, 3: 33.31438309717191, 4: 32.52866813032551, 5: 30.049480505835934}","{0: 18.587691306343732, 1: 27.886709894845485, 2: 14.487425934421108, 3: 29.939630954471, 4: 31.411719058104094, 5: 14.21175153258149}","{0: 19.970494895589244, 1: 27.47337235507948, 2: 18.409285482275568, 3: 21.374624212908003, 4: 31.44146246605366, 5: 17.315634575149126}","{0: 20.812801428487845, 1: 44.989896871161925, 2: 20.640493102059047, 3: 32.19856043766862, 4: 33.186707236513236, 5: 34.63772734069707}"
0.8901098901098901,"{0: 6.502905903714965, 1: 8.437613459399895, 2: 6.556382643440038, 3: 7.363420995159169, 4: 9.270367695988131, 5: 7.605884272777341}","{0: 5.821112616684119, 1: 6.492764590246635, 2: 5.788100321014928, 3: 7.381463943205869, 4: 8.840491914005543, 5: 5.187301112800874}","{0: 7.267816463988198, 1: 5.1079131273154275, 2: 6.597844811471393, 3: 5.314494981658168, 4: 8.881633068987634, 5: 4.550666328889564}","{0: 5.120213886663204, 1: 9.304758916442985, 2: 6.7424276751371535, 3: 4.869041287712364, 4: 9.283323442017299, 5: 8.710831523765854}"
0.8928571428571429,"{0: 3.165335535066544, 1: 6.020518901335096, 2: 3.1590112384909768, 3: 5.000809799670282, 4: 6.127867927049252, 5: 5.1661633613919395}","{0: 2.828440891682464, 1: 4.66327489489153, 2: 3.1599106819111853, 3: 4.848917274910745, 4: 5.496247573046153, 5: 4.02440590222201}","{0: 3.1188907075828296, 1: 4.56259580536976, 2: 3.5442279790507727, 3: 3.5651651534059297, 4: 4.518298024949891, 5: 3.365476005636625}","{0: 3.070749786254268, 1: 4.848052472397108, 2: 3.194236746677848, 3: 3.547918704485802, 4: 4.637409211136404, 5: 3.8302438301244055}"
0.8956043956043956,"{0: 4.193352439668591, 1: 15.451386691915934, 2: 9.940776098716837, 3: 14.973986796235595, 4: 7.727298732548568, 5: 6.628477876038661}","{0: 5.514871569340131, 1: 16.312234343228134, 2: 9.135904265061797, 3: 15.409668716138121, 4: 11.452385199359322, 5: 6.08824439450404}","{0: 4.788682979939525, 1: 16.59790860431808, 2: 10.966451579196868, 3: 13.80003542997032, 4: 11.027118948062322, 5: 4.9148058093844424}","{0: 4.222883009180697, 1: 16.347030893139756, 2: 10.27207184489004, 3: 14.425876886547794, 4: 10.416942655025805, 5: 6.553506905711149}"
0.8983516483516484,"{0: 6.991081814733894, 1: 19.9404523132185, 2: 8.540512213802165, 3: 12.989113549720107, 4: 13.221275262222571, 5: 14.178276675190826}","{0: 7.853557054580885, 1: 17.87795309808368, 2: 8.62576514108434, 3: 11.94672617051648, 4: 12.403049425644582, 5: 11.348578833509517}","{0: 8.063027518458311, 1: 19.00467255757922, 2: 10.410777212736381, 3: 10.3149076501106, 4: 11.7336964433952, 5: 11.462276771049446}","{0: 7.981168273581498, 1: 19.367827399871494, 2: 7.927008668814339, 3: 10.593633882371966, 4: 11.970254923429902, 5: 14.625967827039924}"
0.9010989010989012,"{0: 11.483935071643337, 1: 10.178118808234197, 2: 9.31332661375377, 3: 3.391879420111098, 4: 6.364483501571486, 5: 16.881130313875058}","{0: 11.677937464820243, 1: 8.594496267122203, 2: 9.085025150707118, 3: 5.129585628159454, 4: 15.194265248223935, 5: 16.614414255949207}","{0: 12.207817808726983, 1: 9.259455888450665, 2: 9.74983971507617, 3: 3.744552815884455, 4: 5.335525105512902, 5: 15.213039990212394}","{0: 11.748750610684334, 1: 10.887559168254556, 2: 9.925943600493703, 3: 3.215533278078741, 4: 3.44809544673424, 5: 15.632964285882478}"
0.9038461538461541,"{0: 13.84969940300935, 1: 10.981172268580751, 2: 11.431697644483291, 3: 11.85759719061242, 4: 9.467892024967037, 5: 11.179862858039957}","{0: 13.7689658793192, 1: 5.977934699753072, 2: 8.55578014977219, 3: 11.580079474750887, 4: 11.390333343737293, 5: 12.785171457031325}","{0: 13.981912751891471, 1: 4.227827325622254, 2: 7.971180219628323, 3: 11.986502467004334, 4: 7.035989932703331, 5: 12.957658428630182}","{0: 14.22493091225832, 1: 4.3152087201549145, 2: 7.80577180140592, 3: 11.145825844105007, 4: 8.847991472676714, 5: 10.76043910733006}"
0.9065934065934066,"{0: 11.476250927336432, 1: 3.977650532732032, 2: 8.350582705094373, 3: 14.93832801038914, 4: 3.3684260651784284, 5: 9.698172285876275}","{0: 11.04382434410373, 1: 4.084882592656474, 2: 8.87262430121482, 3: 14.793525689923761, 4: 5.749502400502084, 5: 10.002735362168861}","{0: 11.002074702732074, 1: 3.190090544140349, 2: 9.042714696898853, 3: 14.976488858391482, 4: 1.5655568218417706, 5: 11.00462748491613}","{0: 11.463931833525512, 1: 3.9948207389130173, 2: 7.782515786403451, 3: 15.092581531901232, 4: 3.7456890418742312, 5: 9.846686264076062}"
0.9093406593406592,"{0: 11.165648513928094, 1: 6.357040901179894, 2: 5.608724010937283, 3: 17.454317738351364, 4: 9.602869706969496, 5: 15.731120491847113}","{0: 10.693277923225319, 1: 4.733276132800111, 2: 8.001546196539241, 3: 18.32369112344782, 4: 16.83932222607702, 5: 18.637062979984876}","{0: 8.098028162595948, 1: 2.9479016813451033, 2: 9.140477194355036, 3: 16.927200003183405, 4: 10.646818030298464, 5: 19.48510082652754}","{0: 11.182140891748936, 1: 6.3504963121492475, 2: 5.628866729916563, 3: 17.423793965864935, 4: 9.590297671285175, 5: 15.546264281543934}"
0.912087912087912,"{0: 16.524587598029512, 1: 20.452774927300304, 2: 25.572632578907278, 3: 16.70651685850841, 4: 17.383384154624803, 5: 155.36909686795727}","{0: 28.861321087014954, 1: 23.39022585762824, 2: 26.335204726544504, 3: 47.43456979102614, 4: 132.37259554947659, 5: 153.95234229058278}","{0: 46.207834170014905, 1: 15.405767603419593, 2: 24.901299636099687, 3: 52.624209582113224, 4: 52.69828073268793, 5: 154.43326451419185}","{0: 14.927433986522196, 1: 18.804289280032513, 2: 24.39823677752959, 3: 156.0571396771871, 4: 17.66046974109383, 5: 152.88185280038695}"
0.9148351648351648,"{0: 16.04737063633632, 1: 7.857379829080658, 2: 18.021394745043068, 3: 11.73084339875629, 4: 6.289888497265838, 5: 10.872409818653704}","{0: 16.08800380583781, 1: 6.563609196395344, 2: 15.787488112666177, 3: 12.20273394118675, 4: 5.97067956689779, 5: 7.257025161610015}","{0: 16.628988177418023, 1: 4.408165668118646, 2: 18.276164475048557, 3: 13.335703873251465, 4: 7.395785471321786, 5: 7.077322530345112}","{0: 15.767421394276926, 1: 10.11411302858882, 2: 16.800806766685852, 3: 14.165132258432102, 4: 5.239928883832486, 5: 7.790810797461086}"
0.9175824175824177,"{0: 21.34421849052228, 1: 29.971100550878287, 2: 25.971896165148994, 3: 21.196518757857916, 4: 18.79998470771651, 5: 44.470158867470076}","{0: 17.421885746937427, 1: 22.401647610171356, 2: 22.790250473870888, 3: 19.451210140555155, 4: 24.390679402607727, 5: 37.46811021373948}","{0: 22.283783829284438, 1: 21.210259432370588, 2: 24.254243639985354, 3: 19.424994034928268, 4: 18.516139126695982, 5: 39.57769673788078}","{0: 22.224588272105116, 1: 30.093267001131398, 2: 26.347692894730724, 3: 24.003092232774694, 4: 18.078824825710946, 5: 50.93617215327831}"
0.9203296703296704,"{0: 9.24985916825947, 1: 5.823568029625555, 2: 4.441932363758893, 3: 3.7387208708161537, 4: 7.039025643636501, 5: 5.976055302450629}","{0: 8.275367910379735, 1: 5.798798801852818, 2: 6.304263759881629, 3: 4.331108997907477, 4: 7.234094666944459, 5: 6.255961056206308}","{0: 9.529879013636544, 1: 3.9788157417155756, 2: 8.742655247453486, 3: 4.479594929809047, 4: 8.107314248740584, 5: 5.82991080025391}","{0: 9.671403119724127, 1: 9.147970720477666, 2: 6.054701739369026, 3: 5.970719407220075, 4: 9.499074586411119, 5: 9.091590188771091}"
0.9230769230769232,"{0: 6.880506459968221, 1: 12.35545898145148, 2: 7.092458761759979, 3: 10.06406277656911, 4: 9.716888820172864, 5: 11.948391223377035}","{0: 6.816169829182309, 1: 10.016923855365885, 2: 5.120248915894021, 3: 8.498180229916647, 4: 8.397426625155346, 5: 8.508072577200473}","{0: 6.801907661760576, 1: 9.625333343548856, 2: 6.763322415139912, 3: 7.60853540667208, 4: 9.047379982231655, 5: 8.383291127985183}","{0: 7.271441437311974, 1: 12.563749137953204, 2: 8.268369262312092, 3: 10.356034377166765, 4: 10.337236919316853, 5: 12.676653922386267}"
0.925824175824176,"{0: 4.042706414005503, 1: 16.356631093197223, 2: 5.895191086483575, 3: 11.311852421556102, 4: 11.6631311610421, 5: 11.33572370957188}","{0: 5.9729818521999105, 1: 14.038316733693597, 2: 5.048148609599511, 3: 10.805976188217771, 4: 11.54307016751432, 5: 4.375883478601872}","{0: 5.145697987978855, 1: 12.676208291520627, 2: 5.904427253898449, 3: 5.470926952189478, 4: 11.169873956908335, 5: 4.317845833539697}","{0: 4.988495933548847, 1: 11.45249248326072, 2: 8.380612847864146, 3: 7.635335575409559, 4: 11.132968271205876, 5: 12.350272928872487}"
0.9285714285714286,"{0: 10.692113793356535, 1: 22.81989376727566, 2: 7.843866270102166, 3: 15.148177943245956, 4: 16.453355766886926, 5: 19.648827410359857}","{0: 6.271373366266316, 1: 20.88379002340133, 2: 4.110892454059907, 3: 15.887406542960674, 4: 16.047878487178316, 5: 14.53186059740311}","{0: 7.8052217053762005, 1: 18.548621545688555, 2: 6.386763858865616, 3: 11.449257431089324, 4: 16.71377924740807, 5: 14.8966115224919}","{0: 10.570826484424206, 1: 26.224904293219012, 2: 7.153231156114297, 3: 9.575533170526382, 4: 13.333373353760582, 5: 20.372856884394366}"
0.9313186813186812,"{0: 12.267323559154264, 1: 34.59832790839408, 2: 11.484801707556032, 3: 24.63398195634409, 4: 25.28364489427489, 5: 20.004054112817187}","{0: 8.283096620412413, 1: 24.650496096997582, 2: 10.015201919774915, 3: 24.031787031258407, 4: 25.76746590738923, 5: 16.860540099392313}","{0: 11.973929049186262, 1: 23.190959480123936, 2: 12.960416100983233, 3: 17.530904402329714, 4: 24.863543745650926, 5: 18.350691702822342}","{0: 12.181330443105136, 1: 36.08313512348103, 2: 10.274232731831228, 3: 24.673906132652096, 4: 26.49836202482113, 5: 28.072211008839805}"
0.9340659340659341,"{0: 2.057170899323505, 1: 3.8134572544615257, 2: 2.0445802546512173, 3: 2.949032118136644, 4: 1.9845862674297767, 5: 3.0821973375224943}","{0: 1.68346824388766, 1: 3.7286958819340335, 2: 2.707681631168745, 3: 2.581543732974404, 4: 1.628451117521176, 5: 2.9944060902975735}","{0: 1.4992432714776196, 1: 4.0162585074655555, 2: 2.874429172804061, 3: 2.64080238296498, 4: 1.7715446916888538, 5: 3.0060285319618294}","{0: 1.7262283610962261, 1: 4.120365386663575, 2: 1.5856269806938488, 3: 2.4453809496923276, 4: 2.2232365484587078, 5: 3.6358630476681872}"
0.9368131868131868,"{0: 9.357145042118747, 1: 19.28993327630321, 2: 9.513834084887911, 3: 12.000076209625492, 4: 12.321898675450813, 5: 14.222430951823606}","{0: 8.380277137504597, 1: 12.920178718735047, 2: 7.7940330338437995, 3: 11.277107491522537, 4: 11.914543181289616, 5: 7.229725039308836}","{0: 8.219073269510831, 1: 12.937671394510723, 2: 8.36033972442936, 3: 6.815232736511047, 4: 11.38299771889383, 5: 7.6674785598583295}","{0: 9.90076458594089, 1: 21.35174102870652, 2: 8.181529697777998, 3: 10.548197836485404, 4: 11.957978998335983, 5: 16.3919669492383}"
0.9395604395604396,"{0: 12.648497647314972, 1: 26.87566955418533, 2: 12.256709621653982, 3: 19.89592096204157, 4: 19.537282377028845, 5: 23.73630086662932}","{0: 10.14198673737227, 1: 25.4418238205421, 2: 11.61945326881894, 3: 18.887745137113424, 4: 17.748320535079987, 5: 20.142280933065784}","{0: 11.55337500313245, 1: 27.700532991813176, 2: 15.511484716221874, 3: 19.87627121801278, 4: 16.067630593877425, 5: 20.97545573089518}","{0: 12.132875819256999, 1: 27.30014925787051, 2: 12.306644121119485, 3: 20.762405604994868, 4: 19.03639923105536, 5: 24.598472842295966}"
0.9423076923076924,"{0: 12.121273553101913, 1: 27.432822547882175, 2: 18.965051454082385, 3: 25.137441767575694, 4: 16.620022310603364, 5: 34.72339807045228}","{0: 17.413405973760415, 1: 34.20040529897622, 2: 20.48678191051023, 3: 24.73837871407257, 4: 14.961149316347784, 5: 40.96685660140887}","{0: 16.01109826256202, 1: 37.50273799419621, 2: 21.099961812816755, 3: 29.93614691325246, 4: 16.396267676248495, 5: 41.66918300440955}","{0: 17.642060250177774, 1: 17.43622201511379, 2: 23.11654020432374, 3: 25.443278883188956, 4: 18.1909970812708, 5: 42.053950309407355}"
0.9450549450549448,"{0: 11.538882722654195, 1: 50.368286453336495, 2: 22.270865664475092, 3: 23.72629913196345, 4: 14.821806398821696, 5: 42.49158634026858}","{0: 18.588960183571285, 1: 58.27707018871427, 2: 26.91682653989612, 3: 22.369982782950363, 4: 18.004081412914687, 5: 42.311352531548145}","{0: 18.420938527666053, 1: 64.08033028733263, 2: 28.239389167090764, 3: 31.696624537166144, 4: 18.94585792095361, 5: 43.85979240662189}","{0: 10.918433146438232, 1: 38.619877730634755, 2: 33.012344632367736, 3: 20.03786844301565, 4: 21.691476126727817, 5: 21.226026206772037}"
0.9478021978021978,"{0: 19.067076891150982, 1: 21.224476566019174, 2: 34.93131274728557, 3: 19.1074694678846, 4: 18.676229552260978, 5: 32.72239028476248}","{0: 23.072193720646407, 1: 21.098927414416195, 2: 23.476122246535457, 3: 16.896015792862556, 4: 20.761576168155766, 5: 26.457547152702162}","{0: 19.901225504858157, 1: 20.08891459895557, 2: 23.413137725467912, 3: 16.11087794674961, 4: 21.59067459316566, 5: 24.530414276033053}","{0: 18.459898821386354, 1: 28.928923786193007, 2: 36.94713681308834, 3: 18.786515254586494, 4: 18.95043232178446, 5: 35.05313180242528}"
0.9505494505494504,"{0: 4.278359694267712, 1: 2.6522802558162732, 2: 2.3282676523288255, 3: 3.0885895360400304, 4: 2.22751064944416, 5: 2.9210401351202595}","{0: 3.865469719261609, 1: 2.311184072166195, 2: 2.2133690988384624, 3: 3.1681723696688926, 4: 2.1852037860958555, 5: 2.4532292424988813}","{0: 4.158068119751263, 1: 2.3362121677462677, 2: 2.094565174475785, 3: 2.88486642709858, 4: 2.2876721435041203, 5: 2.7009205358174073}","{0: 4.163342080522391, 1: 2.248617254797865, 2: 1.567640203417187, 3: 2.599064596757648, 4: 1.9411290273586568, 5: 2.6083720441674627}"
0.9532967032967034,"{0: 7.196597958891215, 1: 7.271726318150785, 2: 5.369658396053638, 3: 15.896638199848475, 4: 4.5434119878448564, 5: 7.223188742391867}","{0: 9.45088710404341, 1: 6.344757125929637, 2: 6.339108941991971, 3: 15.596968376534244, 4: 4.130666570243954, 5: 5.220883589795726}","{0: 8.402022722613053, 1: 7.213739518986324, 2: 8.163653846202616, 3: 15.25519912077592, 4: 6.178752034960988, 5: 7.51905583346177}","{0: 7.582199775127996, 1: 8.069399236680553, 2: 5.255034526504879, 3: 15.493908398894922, 4: 3.728287727893402, 5: 7.453548069622058}"
0.956043956043956,"{0: 11.28403952862319, 1: 24.396636683452257, 2: 12.489576593008074, 3: 16.325372084020124, 4: 15.228631794940478, 5: 14.069219410254794}","{0: 8.284606746005553, 1: 21.965991208438076, 2: 13.348032904763832, 3: 14.95966216861386, 4: 13.394773055546631, 5: 10.584576446570056}","{0: 10.65028456403147, 1: 23.814863297938118, 2: 14.293560725613997, 3: 14.912545066810015, 4: 13.330582126898223, 5: 12.6257445253164}","{0: 11.316364461566904, 1: 25.092958912415767, 2: 12.514223734563709, 3: 15.938944477608786, 4: 14.10171209714288, 5: 16.20770700694409}"
0.9587912087912088,"{0: 39.13122171169952, 1: 45.03894300624734, 2: 19.257960279278883, 3: 33.277517026550484, 4: 25.32301633040241, 5: 35.33730604476173}","{0: 32.18317396305163, 1: 32.94632013694537, 2: 24.04181855427413, 3: 32.42220807469201, 4: 21.68346929666893, 5: 27.2578391555054}","{0: 36.45840898892255, 1: 33.42715928467706, 2: 28.273169236139562, 3: 30.305380436023917, 4: 25.02279575701994, 5: 29.62706581729398}","{0: 38.69733730615582, 1: 47.68605288709514, 2: 27.567086460267856, 3: 29.757568409985996, 4: 26.386551014582537, 5: 41.23211302194441}"
0.9615384615384616,"{0: 26.697817445115977, 1: 20.478169426927252, 2: 6.755589557260546, 3: 10.189157487820582, 4: 17.47540019340429, 5: 18.572871625328307}","{0: 24.86360180071105, 1: 12.419240538301368, 2: 13.199807793011807, 3: 10.05369114806738, 4: 19.593972685808243, 5: 18.742000842967588}","{0: 26.862239312028183, 1: 12.742078577812372, 2: 13.152691207867656, 3: 7.919842618892827, 4: 15.611603793717235, 5: 15.27765440329591}","{0: 28.557361305433364, 1: 17.10423001309048, 2: 12.195039262954062, 3: 11.6294385430653, 4: 12.46181444780244, 5: 18.46060286609959}"
0.9642857142857144,"{0: 31.591840535556564, 1: 52.156420961852184, 2: 15.551966795569635, 3: 26.76217714524822, 4: 26.519295839460092, 5: 41.65844959265931}","{0: 22.440753925052135, 1: 44.315006113289584, 2: 20.89654675293884, 3: 27.03299900438292, 4: 25.10710877589947, 5: 31.92741006884659}","{0: 27.748331921510577, 1: 47.04789119690049, 2: 23.147299745195614, 3: 22.470699370126894, 4: 22.395083460769705, 5: 34.415181783527544}","{0: 38.28883691921212, 1: 56.424789055904526, 2: 19.931146444963083, 3: 27.513944743703387, 4: 23.811034536553326, 5: 43.57470310114566}"
0.967032967032967,"{0: 54.93891582924698, 1: 43.7776146988757, 2: 35.515813102674926, 3: 28.312321353698497, 4: 22.321340821256086, 5: 50.812937819651886}","{0: 41.238524646565224, 1: 40.82585934524372, 2: 42.356919452768516, 3: 25.886406577513927, 4: 19.232686455978705, 5: 45.97576615841065}","{0: 46.44230298541415, 1: 41.63725423878421, 2: 44.31262654743823, 3: 28.13939506234526, 4: 20.109056023127135, 5: 49.6547449609342}","{0: 61.35443839137074, 1: 39.70017624484251, 2: 27.130690271906218, 3: 26.210132978832053, 4: 19.38318195357633, 5: 48.018069077599186}"
