,K,I,KNN,GP
0.3626373626373626,"{0: 5.83031400966185, 1: 5.905314009661782, 2: 12.749625586396391, 3: 2.5698930591366462, 4: 9.681630370666989, 5: 6.591303779529326}","{0: 6.715851429324206, 1: 6.139068636485233, 2: 14.18322076380023, 3: 6.518313681598255, 4: 9.889336353891938, 5: 8.564292853212176}","{0: 7.6708397064918445, 1: 7.297758834875292, 2: 19.037362414354384, 3: 7.118403426719244, 4: 8.67679782402263, 5: 9.079685659075139}","{0: 5.755864512542342, 1: 7.729515066601273, 2: 13.811918508677124, 3: 3.998055509572822, 4: 8.025612552060116, 5: 6.087868646537079}"
0.36538461538461536,"{0: 4.528189212151891, 1: 8.545803337648946, 2: 23.0168379757676, 3: 5.94607503468458, 4: 11.363810048884114, 5: 14.641209785623756}","{0: 7.464215849624293, 1: 13.467449083619705, 2: 23.953268260220288, 3: 10.614842252654848, 4: 14.239505175438964, 5: 15.813326617890139}","{0: 7.1468824307651, 1: 16.116433422304436, 2: 28.170905426625545, 3: 13.627358078391014, 4: 17.2119984903829, 5: 17.412190650838014}","{0: 4.553066748555593, 1: 11.097822494735809, 2: 19.49924727540112, 3: 8.666673957978226, 4: 11.460026709860403, 5: 16.042687552234984}"
0.36813186813186816,"{0: 10.286495862431615, 1: 8.401415385706853, 2: 14.023538586570549, 3: 5.321203127046676, 4: 8.383671173316957, 5: 7.155481154227938}","{0: 11.480300737259464, 1: 12.030942301976923, 2: 12.827098635764148, 3: 5.531897047520979, 4: 11.04480455757439, 5: 8.130337049874266}","{0: 10.697416415846357, 1: 10.589158423271346, 2: 14.287883428071165, 3: 8.578500214798332, 4: 9.567742517817477, 5: 8.92262230827592}","{0: 10.354458393383448, 1: 9.538904321038594, 2: 11.939748760444719, 3: 6.820227170172394, 4: 8.865083633891063, 5: 7.465766563713484}"
0.3708791208791209,"{0: 5.0198010649534766, 1: 8.086269605303512, 2: 8.786350993832416, 3: 5.537457975217978, 4: 7.616171387525807, 5: 6.318813918209948}","{0: 6.190792065813799, 1: 8.428610338446413, 2: 11.087591994419329, 3: 6.301887041952668, 4: 9.457554925319398, 5: 7.182055263231838}","{0: 6.709706685149521, 1: 10.105614931492163, 2: 12.479242934837368, 3: 7.7058752754173305, 4: 7.498234209999313, 5: 8.798345536962469}","{0: 4.921292941972634, 1: 11.27882328258662, 2: 8.215834787340865, 3: 5.04647231928364, 4: 7.916649492568268, 5: 9.130130183756156}"
0.3736263736263736,"{0: 10.297463479086437, 1: 18.381533605596456, 2: 18.375455598191653, 3: 12.115840550517376, 4: 13.32815751433514, 5: 15.041480947702375}","{0: 9.230763843262453, 1: 16.337229316986235, 2: 15.777373980122732, 3: 10.797586625465561, 4: 11.324099317141226, 5: 11.534972400173332}","{0: 11.647977328594553, 1: 18.83977957968462, 2: 20.660816658249033, 3: 15.58923661577126, 4: 12.862149074429002, 5: 13.617692246804582}","{0: 14.554556482397066, 1: 24.344112665137903, 2: 18.03536887193978, 3: 12.432335178489458, 4: 12.596514010347741, 5: 16.340044814396425}"
0.3763736263736264,"{0: 5.181529986254594, 1: 7.114062819162506, 2: 11.094871471173207, 3: 6.621144243595023, 4: 5.268250577207137, 5: 3.81363756127174}","{0: 4.043751844753463, 1: 5.4861493412290825, 2: 10.74875790167601, 3: 6.797051815292348, 4: 5.294838276255133, 5: 2.874847797709006}","{0: 4.7775338370392415, 1: 7.077200832740455, 2: 16.803878614084358, 3: 7.606112870463961, 4: 5.846110443484663, 5: 3.678303565200278}","{0: 5.125814258379506, 1: 4.945090712481126, 2: 11.116798135181398, 3: 5.911287265724226, 4: 4.155913160908645, 5: 2.496240339193039}"
0.3791208791208791,"{0: 12.398549251999006, 1: 20.235556481558998, 2: 11.106711819208941, 3: 14.153553677920186, 4: 13.203261142257631, 5: 16.379129684246777}","{0: 8.666192630891691, 1: 15.788776361831884, 2: 9.263282937212336, 3: 12.623612842730369, 4: 12.425397178084978, 5: 11.947432589552358}","{0: 11.341240043759925, 1: 21.24812201797232, 2: 13.311975128566043, 3: 16.428726482505777, 4: 16.375158071738376, 5: 15.987049676567509}","{0: 9.170393044740887, 1: 20.278806789179715, 2: 10.315352977446434, 3: 14.38740820381893, 4: 13.845509917280813, 5: 18.614815807081897}"
0.38186813186813184,"{0: 13.476138815333073, 1: 25.61166715268013, 2: 8.797896634587913, 3: 15.848388897214624, 4: 14.582648171874132, 5: 13.971844812794984}","{0: 14.96399069140694, 1: 21.361927649756193, 2: 7.401011985572963, 3: 13.687928117850376, 4: 18.142676913119207, 5: 14.325320171794973}","{0: 18.398099014726014, 1: 31.693017027426304, 2: 11.585751765228991, 3: 22.14152498609111, 4: 18.647764709389758, 5: 18.02493970446812}","{0: 17.37124637975576, 1: 24.89839786575242, 2: 9.170289461325712, 3: 15.504434269961124, 4: 20.8339798711819, 5: 15.34793320125483}"
0.38461538461538464,"{0: 9.424818840579706, 1: 6.496943172181223, 2: 16.19593110190929, 3: 6.892935566848578, 4: 4.012556988100392, 5: 11.99730561306651}","{0: 7.049813701208745, 1: 9.389924874607734, 2: 16.193879444370065, 3: 5.89335719338654, 4: 7.354192088605578, 5: 9.946650604006699}","{0: 11.499370239438706, 1: 11.221273445887025, 2: 19.410193511094622, 3: 8.214858649988264, 4: 10.191480720521698, 5: 11.047827498940105}","{0: 7.404629555476934, 1: 4.596446031689907, 2: 12.808700685470534, 3: 8.822963004481627, 4: 8.38161188510475, 5: 8.205224353233621}"
0.3873626373626374,"{0: 10.624075176616042, 1: 14.660050880708747, 2: 17.62032010451268, 3: 9.4607438435629, 4: 8.29409023139972, 5: 13.676226581542174}","{0: 6.601273092889478, 1: 14.897585906417483, 2: 18.96497741736434, 3: 8.407527050102665, 4: 6.72234846350393, 5: 15.21840624104825}","{0: 13.106563954644756, 1: 19.012043831710045, 2: 23.221895123323886, 3: 13.877226194743725, 4: 7.873319545483389, 5: 17.465260570276644}","{0: 9.476299272850815, 1: 13.80533170573274, 2: 17.418173901915978, 3: 11.354485403000465, 4: 8.426566662139498, 5: 16.815259607277696}"
0.3901098901098901,"{0: 24.85781968606808, 1: 30.15381310441469, 2: 30.760268366638666, 3: 16.098812950211435, 4: 18.919079993546152, 5: 30.32240134040454}","{0: 18.08937048546159, 1: 24.933933996608854, 2: 30.269324728000157, 3: 13.476635377537393, 4: 15.605483887946022, 5: 24.26411204039277}","{0: 25.233677404351972, 1: 33.11342381292288, 2: 38.43444116089738, 3: 24.894301941660974, 4: 18.83094129887906, 5: 32.09520027688887}","{0: 18.973441481168482, 1: 31.75442605791011, 2: 25.17742815087081, 3: 16.879085420089236, 4: 15.155322895799097, 5: 32.7482376286353}"
0.3928571428571429,"{0: 12.833167140049541, 1: 21.236688468765614, 2: 3.9766496411843852, 3: 9.89728856234518, 4: 11.466908559599913, 5: 12.563351553532923}","{0: 12.075100888914472, 1: 15.497537022210329, 2: 8.453774917746495, 3: 8.800696675235208, 4: 13.90689448669641, 5: 7.582047457944886}","{0: 12.560995444590802, 1: 16.839510885540168, 2: 8.539707245450337, 3: 12.545908341001988, 4: 19.68961740388093, 5: 16.8078223333514}","{0: 15.422398898798619, 1: 25.702511773769206, 2: 5.071563634598462, 3: 11.032655405211221, 4: 14.679497375202791, 5: 15.900409044353475}"
0.3956043956043956,"{0: 4.289809107871517, 1: 5.842222227989576, 2: 4.520519006051543, 3: 5.321642926497735, 4: 4.755202922078776, 5: 9.411844394600942}","{0: 5.901573448066503, 1: 8.146355664353306, 2: 3.74390092673409, 3: 5.994085405529714, 4: 5.3822719150315494, 5: 8.99332551935525}","{0: 7.192069857303103, 1: 8.997017647137538, 2: 4.5763750728903725, 3: 8.640430390731305, 4: 5.965669337708622, 5: 10.417773172098082}","{0: 6.8854785936399265, 1: 5.792539628107295, 2: 1.7023343210272774, 3: 6.070763324850773, 4: 5.291506263686675, 5: 9.51999287726916}"
0.3983516483516483,"{0: 13.904629736877988, 1: 21.093073421496417, 2: 16.944874447996728, 3: 11.873185907961044, 4: 11.09002216192578, 5: 19.997164772417356}","{0: 10.009409005670046, 1: 16.30396701317871, 2: 15.676618214749363, 3: 10.824388040646847, 4: 9.53372363397882, 5: 16.62109838603919}","{0: 15.525082891699173, 1: 20.730469838550473, 2: 20.37728851123117, 3: 14.24548856184456, 4: 13.774006973193703, 5: 20.181655814725293}","{0: 15.200854129025084, 1: 19.070782800748905, 2: 16.132161205587984, 3: 11.547226455036336, 4: 11.41486627128674, 5: 20.77629270427659}"
0.4010989010989011,"{0: 8.027948165837755, 1: 7.473084342158724, 2: 11.366717555486652, 3: 4.342531784511746, 4: 4.299004890776903, 5: 10.22585953794387}","{0: 5.543604523323744, 1: 5.3987316216622325, 2: 11.339703826178775, 3: 4.280577646980198, 4: 3.8890161311814126, 5: 8.771168817902629}","{0: 9.306844684412997, 1: 6.453228990590132, 2: 13.509868876393, 3: 6.124129849172402, 4: 5.3784706321934905, 5: 7.8027213919661795}","{0: 7.857226777719998, 1: 8.195504545464136, 2: 10.414104923938515, 3: 3.838294379947513, 4: 4.585085519055997, 5: 9.4525200659525}"
0.40384615384615385,"{0: 7.430295263440596, 1: 11.142068339295568, 2: 9.469191147052578, 3: 5.473980190825389, 4: 8.54652780869033, 5: 8.174779044174846}","{0: 12.535400313195963, 1: 9.564010857670253, 2: 15.951137541001792, 3: 5.275301079363625, 4: 10.172269014389443, 5: 12.345844285762206}","{0: 14.506083532635317, 1: 11.032860212344145, 2: 16.531288219641606, 3: 9.091875478529074, 4: 12.348565050888544, 5: 13.508498220637064}","{0: 11.452717426036754, 1: 16.65554994823178, 2: 8.709650122902252, 3: 7.1856751144601345, 4: 8.193129241945266, 5: 9.502980239222195}"
0.4065934065934066,"{0: 12.181909150053707, 1: 23.90012440166134, 2: 20.499132902595502, 3: 11.169368912388904, 4: 11.52343041753995, 5: 21.01028102537796}","{0: 14.145860144601324, 1: 26.437573551115804, 2: 14.651573751438058, 3: 11.699075316002947, 4: 9.811361626841473, 5: 20.290661708901006}","{0: 16.649243274895788, 1: 30.013438239229714, 2: 19.51153223761332, 3: 15.747009443195713, 4: 13.576690194385355, 5: 21.90177386304296}","{0: 19.63132250831874, 1: 18.653406582352762, 2: 14.821193829042764, 3: 13.894296926550401, 4: 11.50254466397895, 5: 15.967468270286618}"
0.4093406593406593,"{0: 4.459443892440641, 1: 9.71306035139645, 2: 7.457140930842634, 3: 10.011858335898319, 4: 11.92613177985443, 5: 11.280104666882337}","{0: 5.085939878483596, 1: 11.140105286852942, 2: 7.27157540220647, 3: 9.966270088495063, 4: 12.40891784406959, 5: 8.731670168389535}","{0: 4.6017278271860915, 1: 13.687441399426195, 2: 10.482477177971328, 3: 12.495053462194683, 4: 13.413251257945966, 5: 10.1352995240229}","{0: 3.433663176690278, 1: 12.094409851963215, 2: 8.001579127606478, 3: 9.304203478521432, 4: 12.317340457670062, 5: 12.645145331350449}"
0.4120879120879121,"{0: 7.085966834306777, 1: 13.214459701433201, 2: 7.873744166341575, 3: 8.267316092959131, 4: 11.599837869068786, 5: 12.306095753391048}","{0: 7.52871076830343, 1: 12.230454557919161, 2: 9.553986137762076, 3: 8.33334446559856, 4: 11.267166828778848, 5: 9.714896223348747}","{0: 7.584356147834476, 1: 13.39206172814147, 2: 12.279650876591715, 3: 9.527650760080043, 4: 12.653641281718174, 5: 11.958328900343274}","{0: 5.1718021772623155, 1: 12.551917465953103, 2: 8.239452894285387, 3: 7.761668112357854, 4: 11.929115647924425, 5: 11.652231446508651}"
0.4148351648351649,"{0: 6.652752446060217, 1: 8.083659547938472, 2: 8.421786624499832, 3: 5.3061568971582425, 4: 8.421037409742928, 5: 3.7127236071051484}","{0: 4.282070665214296, 1: 5.501980709456784, 2: 12.029359039708218, 3: 7.668108157361591, 4: 9.814523834702511, 5: 6.543268386791258}","{0: 6.155199599425144, 1: 4.4616680294146125, 2: 12.83462907962063, 3: 3.8527582173794914, 4: 12.6648063622005, 5: 7.538877961651591}","{0: 9.854915372302843, 1: 11.039199636315521, 2: 9.047123122674284, 3: 6.396541950034615, 4: 10.061569097298028, 5: 4.97852485139732}"
0.4175824175824176,"{0: 1.2497172979099513, 1: 2.0273055149994668, 2: 3.5194526648875613, 3: 1.922007541015894, 4: 4.4546634110053756, 5: 1.677637746733397}","{0: 2.124702294783532, 1: 2.1898389000579903, 2: 4.095463541235179, 3: 3.3555988258205427, 4: 4.959637878553699, 5: 1.8083230498323146}","{0: 1.7901133334400643, 1: 2.531754819493572, 2: 5.1639868516939815, 3: 3.223374211109459, 4: 5.109070071691496, 5: 2.055082867274055}","{0: 1.6164396903369092, 1: 2.1284546999992133, 2: 3.666009200779799, 3: 1.9723483120639085, 4: 4.727585371890487, 5: 1.8189406543212836}"
0.4203296703296704,"{0: 13.454884323395381, 1: 18.61110344592009, 2: 16.387679835923095, 3: 13.126554181983229, 4: 12.597331953018136, 5: 20.253351889453302}","{0: 14.321464770464189, 1: 17.708165224713323, 2: 16.574566715240618, 3: 11.513486638707235, 4: 11.575125311987657, 5: 15.323725916402642}","{0: 17.278389157966863, 1: 21.74730905533414, 2: 19.776682688721152, 3: 14.927854513695806, 4: 13.542260384251742, 5: 19.065530734571013}","{0: 8.58444381737604, 1: 17.928858497916465, 2: 17.242793751062788, 3: 13.394338750367874, 4: 12.60304389383469, 5: 19.998480202529425}"
0.4230769230769231,"{0: 11.906242661189387, 1: 19.69539745214921, 2: 14.365539151195188, 3: 12.7875397619707, 4: 12.895225632348959, 5: 13.687232375275249}","{0: 11.784110101366528, 1: 16.73753613882112, 2: 15.632628081252411, 3: 11.96389390779855, 4: 12.77103790432121, 5: 12.483765508159394}","{0: 14.536081336469659, 1: 21.23956694662622, 2: 19.875753781204114, 3: 16.098069487849145, 4: 14.154605069089188, 5: 15.258182322384824}","{0: 13.831333727992906, 1: 16.206713400811644, 2: 11.415019383002855, 3: 13.841034390183784, 4: 15.571192231672043, 5: 16.77597621728857}"
0.4258241758241758,"{0: 42.20163265337404, 1: 51.68374072283842, 2: 33.25931996506481, 3: 26.47216715571753, 4: 43.69415175709523, 5: 49.66597164987886}","{0: 34.70867779954181, 1: 39.984020087409455, 2: 36.790629494503996, 3: 25.83173623845609, 4: 44.49183424971264, 5: 43.69175297076249}","{0: 43.494324190498396, 1: 48.0272955791241, 2: 44.98304588064744, 3: 33.115203314541866, 4: 45.41296926074918, 5: 50.914747353686955}","{0: 43.002426094933035, 1: 52.58710589947726, 2: 33.495193768896584, 3: 31.406350476428504, 4: 46.064332326601345, 5: 48.58302499201894}"
0.42857142857142855,"{0: 9.03253709944642, 1: 9.533871887606573, 2: 2.5346708863050025, 3: 9.09613906425152, 4: 8.849888274092072, 5: 3.952378254077479}","{0: 10.147696070178396, 1: 10.901757936370231, 2: 6.824370062851929, 3: 5.510872041950947, 4: 10.492697439605674, 5: 6.9012078398776255}","{0: 13.197914942512321, 1: 9.429102240400754, 2: 7.365926356622307, 3: 7.136312021436339, 4: 13.408318532994008, 5: 6.969568083724751}","{0: 11.604048753566369, 1: 14.603084878837686, 2: 6.450646800109929, 3: 10.011448394416455, 4: 8.068269218166066, 5: 8.617648783984405}"
0.4313186813186813,"{0: 4.094641005680153, 1: 6.462413285764778, 2: 5.749267458506942, 3: 6.902087096788899, 4: 9.342933395372953, 5: 10.799476650563628}","{0: 5.847559994814642, 1: 7.689802378335199, 2: 5.386911169104576, 3: 6.539281664863167, 4: 9.912692381826057, 5: 8.226169377877802}","{0: 6.405267035787246, 1: 13.428246573163907, 2: 7.509493594409516, 3: 11.291515468867308, 4: 12.50212751308544, 5: 10.982946209532269}","{0: 4.263911574434241, 1: 5.971929542029759, 2: 6.549913493196126, 3: 7.683621681898376, 4: 9.652901656476631, 5: 6.615993767795108}"
0.4340659340659341,"{0: 10.97972203834164, 1: 12.417945656761129, 2: 13.514540628961711, 3: 11.848804043239674, 4: 14.882231849323725, 5: 13.258801691050905}","{0: 12.112785484286313, 1: 12.379544872278894, 2: 12.002425093885487, 3: 12.19193825922551, 4: 15.39071387166786, 5: 8.04822223719354}","{0: 14.920776305483118, 1: 16.2884357063532, 2: 15.01829503159491, 3: 14.90541396194289, 4: 16.897960304240886, 5: 12.611434453388398}","{0: 8.17746720049785, 1: 11.255062901801395, 2: 13.859891651261941, 3: 8.553374559937103, 4: 13.139547396759458, 5: 12.10402431993508}"
0.4368131868131868,"{0: 18.061395133182845, 1: 25.033519274661387, 2: 27.088823738304455, 3: 18.70586670484204, 4: 11.43757364749649, 5: 26.876523425602866}","{0: 18.540913711108967, 1: 26.23865754767469, 2: 30.429819770486034, 3: 16.875701179014346, 4: 8.798919576597726, 5: 26.678611752205416}","{0: 20.962774517567745, 1: 32.99114496730669, 2: 34.10359408636478, 3: 19.236186663825606, 4: 17.23677890767877, 5: 30.778173847101648}","{0: 22.343839698568342, 1: 28.79061944199026, 2: 26.074686149164112, 3: 21.748803088861887, 4: 13.90809403659324, 5: 34.1152306152407}"
0.4395604395604396,"{0: 35.32601125624566, 1: 17.517700683857953, 2: 25.543068859411303, 3: 19.644568549665024, 4: 28.801056659197194, 5: 51.580317036919645}","{0: 39.70231869080201, 1: 24.00531760240405, 2: 30.319821938989374, 3: 21.157314472540254, 4: 39.48773050337307, 5: 46.272851219026904}","{0: 45.12316932425736, 1: 34.837093285698266, 2: 38.74655666224648, 3: 25.225608158402277, 4: 38.903960526849936, 5: 60.804382641217494}","{0: 42.649460521864974, 1: 28.537936021536563, 2: 18.157501368074062, 3: 22.228639574623504, 4: 30.814455839950398, 5: 52.56975856747297}"
0.4423076923076923,"{0: 38.918732042190676, 1: 35.403847378906285, 2: 21.65002869015721, 3: 36.64705561834287, 4: 51.86794296005813, 5: 57.752311358861654}","{0: 48.52274076807453, 1: 40.335291023791996, 2: 11.928287441050278, 3: 36.957906269933574, 4: 61.737034956317714, 5: 48.5043990310884}","{0: 45.348777824783625, 1: 25.635102420726664, 2: 17.715368190989516, 3: 27.162271492085353, 4: 62.41132066750933, 5: 51.92818871099492}","{0: 38.91359587818214, 1: 30.213031866603835, 2: 23.30534968841752, 3: 36.57064608050453, 4: 51.90736810622491, 5: 61.46554340480937}"
0.445054945054945,"{0: 21.08662299302988, 1: 33.62063606919185, 2: 11.85492490582424, 3: 23.29975942077137, 4: 43.53944728197697, 5: 52.49023400379366}","{0: 25.47014523210372, 1: 29.11043376584887, 2: 13.336712248975488, 3: 27.047198869195455, 4: 53.15570398024928, 5: 47.72257123362643}","{0: 23.86517114112068, 1: 29.525764416699158, 2: 14.365946709688979, 3: 29.689667463840188, 4: 54.18209064565116, 5: 60.30354447204732}","{0: 21.88894603668093, 1: 45.683258277136794, 2: 14.507007011561788, 3: 26.161959220833438, 4: 44.9632226590511, 5: 57.38102464989017}"
0.4478021978021978,"{0: 26.411177041349408, 1: 24.963949843259837, 2: 29.55553067621987, 3: 19.605840423944127, 4: 36.878259192914335, 5: 52.186818181818055}","{0: 25.34810052033959, 1: 27.601874830883023, 2: 31.272290001589052, 3: 39.17738106083426, 4: 43.23584443257033, 5: 61.280037102438314}","{0: 28.781738225095648, 1: 30.22604322613161, 2: 44.40082541796789, 3: 37.59582663322943, 4: 39.290583509757255, 5: 65.19191513132354}","{0: 26.225824476339156, 1: 25.17350526273795, 2: 29.358550566349024, 3: 19.440746753790975, 4: 36.80353131394147, 5: 52.221233945875085}"
0.4505494505494506,"{0: 4.771770990428334, 1: 4.714384999058368, 2: 5.521959433734753, 3: 4.595596904551609, 4: 5.8534125513293835, 5: 5.292153148210172}","{0: 5.839154154580565, 1: 4.220795442767559, 2: 5.352180907767964, 3: 7.606581542493498, 4: 5.651232943283905, 5: 4.119750117905668}","{0: 8.514926530621265, 1: 6.667494128961163, 2: 7.727944702116523, 3: 8.682146373730959, 4: 10.152660680028678, 5: 6.46915736394179}","{0: 4.744231712231611, 1: 4.4939327575757275, 2: 6.200008481853128, 3: 4.9216060810138815, 4: 5.657636444166794, 5: 6.6106061401455065}"
0.4532967032967033,"{0: 4.854191494868261, 1: 3.767190835035702, 2: 2.86985036624874, 3: 3.6017449963941, 4: 3.936372637121637, 5: 5.021423295268306}","{0: 6.729204627089527, 1: 5.458597113082287, 2: 3.0512572761779784, 3: 3.599062754703247, 4: 4.222230308763687, 5: 3.7327106304947177}","{0: 6.874567310515759, 1: 8.667468042687945, 2: 3.72366800023049, 3: 4.680081562142731, 4: 5.141895927521084, 5: 5.632820675550854}","{0: 5.167610571860426, 1: 4.149743461889844, 2: 4.232743066285862, 3: 2.4320568189084515, 4: 3.883489835287151, 5: 5.7525098682335365}"
0.456043956043956,"{0: 16.22852725162712, 1: 14.635442610638359, 2: 17.41374608148033, 3: 16.765105256247054, 4: 16.110705548673415, 5: 17.681148221188824}","{0: 18.210111374672767, 1: 12.304255007692143, 2: 15.530893307065464, 3: 18.65475600169864, 4: 16.64558806904337, 5: 13.996845201667341}","{0: 23.33677133678423, 1: 20.988731610688333, 2: 20.149252668952485, 3: 19.676082431498987, 4: 14.962336234440384, 5: 18.786419894409388}","{0: 15.660175857218745, 1: 15.013555622171578, 2: 17.034073069678485, 3: 14.270505456169479, 4: 15.017338812224759, 5: 19.877721118943697}"
