,K,I,KNN,GP
0.7692307692307693,"{0: 4.38529296927782, 1: 15.98897763417881, 2: 8.18976433908018, 3: 5.3070475102516115, 4: 7.020720358097644, 5: 6.958291159048276}","{0: 5.75022391345473, 1: 16.852992057645086, 2: 6.659365568870174, 3: 5.179634696020389, 4: 6.086203081875908, 5: 5.573704665641654}","{0: 5.813594307062085, 1: 20.666838196781573, 2: 8.735300927315965, 3: 7.06389057288688, 4: 6.653923340783182, 5: 6.898231720148196}","{0: 5.038702132714318, 1: 18.93119714925149, 2: 8.703342930222737, 3: 5.205664094683946, 4: 6.310514826187369, 5: 7.574924194277109}"
0.771978021978022,"{0: 50.216347519686586, 1: 77.7259736086461, 2: 49.27874599367135, 3: 44.46219708471049, 4: 50.190585428727196, 5: 53.223318975683505}","{0: 43.70911834300293, 1: 70.33563879388984, 2: 37.55146791900678, 3: 39.409571397537164, 4: 44.13514650554499, 5: 34.92784112053193}","{0: 56.82324154299044, 1: 75.89920778302428, 2: 52.13274434896677, 3: 53.25784980914264, 4: 52.17358808151785, 5: 49.76785239544492}","{0: 38.29021032151356, 1: 73.953679298951, 2: 45.51910500627735, 3: 41.016224864245366, 4: 43.25179330687757, 5: 59.29754087919195}"
0.7747252747252747,"{0: 13.273072719531362, 1: 15.82636609270279, 2: 12.127298189135878, 3: 8.964720986294356, 4: 13.242954873381896, 5: 13.90060777797292}","{0: 11.017436905368077, 1: 11.1199677666864, 2: 8.42926422308008, 3: 7.525053446074555, 4: 12.358023491546554, 5: 5.55417135153802}","{0: 15.840712934441555, 1: 11.531601497510568, 2: 11.96959062104246, 3: 8.07952385250516, 4: 15.184588770954438, 5: 8.723830008691987}","{0: 12.83293913479549, 1: 20.70387115365311, 2: 12.851372690325414, 3: 9.940535077378092, 4: 11.752980778866629, 5: 17.454404361891434}"
0.7774725274725275,"{0: 3.436168888166405, 1: 7.116354471897094, 2: 3.1114630484715753, 3: 1.8618254546787476, 4: 2.9594147616117064, 5: 1.767221161340314}","{0: 3.4774512625852814, 1: 8.09251698905058, 2: 5.4927982439573055, 3: 1.487172620271652, 4: 1.999035547319253, 5: 3.1802341379996775}","{0: 4.369234138877299, 1: 9.852493425160914, 2: 6.41213382590594, 3: 2.2776161671980533, 4: 2.120196077508941, 5: 2.285749613279196}","{0: 3.6488027505776035, 1: 4.940865326930672, 2: 3.1670393964140438, 3: 1.367040188391644, 4: 2.514289893978329, 5: 2.7090705645163324}"
0.7802197802197802,"{0: 37.52446145061708, 1: 58.401632196157486, 2: 35.96457995422683, 3: 27.94499155739815, 4: 36.88329448402343, 5: 38.952666813803994}","{0: 29.02255716295005, 1: 48.53079823537536, 2: 30.220379328164103, 3: 25.461354570501374, 4: 30.98022279895535, 5: 24.13781106183592}","{0: 39.17640527433445, 1: 60.424996350329465, 2: 43.239720320843205, 3: 35.9304954437541, 4: 40.120794004104155, 5: 34.91769032993656}","{0: 28.849139290358465, 1: 52.840286675597646, 2: 29.83888087426176, 3: 24.524890188713442, 4: 34.94045246187367, 5: 39.407530558042204}"
0.782967032967033,"{0: 61.978431689922026, 1: 101.84017240386838, 2: 53.942417724094774, 3: 42.92204776713322, 4: 56.766402992982826, 5: 69.76333032243453}","{0: 47.196034993330436, 1: 77.02712976467501, 2: 44.16041117914923, 3: 36.90076124448067, 4: 53.52250995376162, 5: 33.46199480617731}","{0: 63.328586066479794, 1: 95.46532958860057, 2: 61.31857864694439, 3: 43.075939126427826, 4: 73.96084434240319, 5: 54.33777854130576}","{0: 64.00573662196892, 1: 47.86250841515723, 2: 62.18407190992184, 3: 27.09006666573147, 4: 59.144252689511525, 5: 72.04092419890748}"
0.7857142857142857,"{0: 37.806233348415134, 1: 57.19716710111317, 2: 31.99272807835956, 3: 28.287394814420093, 4: 35.869225285475956, 5: 38.05188797846196}","{0: 31.658656145256487, 1: 44.82197802964919, 2: 24.96456220345128, 3: 24.06919022894286, 4: 32.57957441006929, 5: 19.11365149532654}","{0: 38.267396437235824, 1: 48.64386876051478, 2: 33.11027772716376, 3: 32.44062190888423, 4: 42.16647313774377, 5: 29.715656238923096}","{0: 40.131423998330064, 1: 53.555193982064765, 2: 32.803215610247435, 3: 28.82137337599076, 4: 34.14883623126805, 5: 41.11680522102812}"
0.7884615384615384,"{0: 5.6137693969201505, 1: 14.58089192539353, 2: 5.3167370063464885, 3: 4.075378928499478, 4: 4.27311216238971, 5: 2.4198940568620917}","{0: 3.7866281346376813, 1: 13.51078891791546, 2: 6.094150115186763, 3: 3.6392590530238245, 4: 4.413202983484942, 5: 3.9701436227347764}","{0: 5.70600011662978, 1: 17.656612178945927, 2: 8.812427695037595, 3: 3.8028240554445283, 4: 7.158466944739979, 5: 3.54973670827059}","{0: 5.829455647178059, 1: 13.605665605102246, 2: 6.58413089587944, 3: 4.232765029436913, 4: 6.555028630691518, 5: 4.910149240717037}"
0.7912087912087912,"{0: 12.753180037723183, 1: 47.68226994635961, 2: 14.127524518490056, 3: 17.489198767673553, 4: 24.675322795668247, 5: 24.654271761065477}","{0: 17.75842726641864, 1: 42.76224402776185, 2: 16.432007363069065, 3: 17.043148135778377, 4: 21.52274429896059, 5: 17.400604920353768}","{0: 20.604022592590006, 1: 52.930304211525254, 2: 23.554904576605782, 3: 20.816088144961714, 4: 28.870251227706945, 5: 23.172981428536207}","{0: 14.213306090607247, 1: 48.485220286454044, 2: 18.30405786162804, 3: 17.273255252306942, 4: 28.71561731487559, 5: 29.77960480495256}"
0.7939560439560439,"{0: 47.99995422451939, 1: 94.26894730266257, 2: 50.99515122627836, 3: 44.43517767107809, 4: 59.71959975673664, 5: 63.02155624415781}","{0: 42.29824353409391, 1: 76.29248567084103, 2: 48.958533910415746, 3: 43.192540623774846, 4: 56.83386405783301, 5: 47.480175714310825}","{0: 60.74423147645058, 1: 94.87034255350372, 2: 62.29252349063882, 3: 61.63354145035773, 4: 77.47525926778889, 5: 71.96200679617128}","{0: 51.6694778410216, 1: 98.9470104568643, 2: 48.321445584683715, 3: 44.566969686236185, 4: 59.86248870853419, 5: 51.948124710180366}"
0.7967032967032966,"{0: 26.14516826233532, 1: 36.03824570672317, 2: 37.1391125952943, 3: 26.48881703284592, 4: 24.341388120028565, 5: 23.079780087778094}","{0: 22.730133220060722, 1: 36.82158162194994, 2: 38.992309836256105, 3: 17.315784014297776, 4: 22.548534067353987, 5: 17.973159947037416}","{0: 33.47554960622595, 1: 42.560256267513005, 2: 49.69945095198762, 3: 24.494979424633797, 4: 34.19308779446986, 5: 22.92605349012091}","{0: 36.162698425142985, 1: 40.67754891875321, 2: 31.498374607862875, 3: 19.91803045716146, 4: 22.122799081541373, 5: 15.371265248293293}"
0.7994505494505495,"{0: 15.965635312353967, 1: 41.54503376179181, 2: 24.4274447787778, 3: 21.116986812606694, 4: 17.111517718439853, 5: 18.16662594972649}","{0: 14.661096447585308, 1: 39.854053836277124, 2: 28.81295073590702, 3: 22.329137027940178, 4: 14.899011735203715, 5: 18.704551330651807}","{0: 20.040821509873147, 1: 51.57162621194852, 2: 42.11544890320949, 3: 21.865101971903865, 4: 20.95132586559087, 5: 24.93188938952051}","{0: 14.616928719256782, 1: 41.35900697310028, 2: 35.297327549849236, 3: 19.67137234831796, 4: 13.02853100745242, 5: 22.38229635952668}"
0.8021978021978022,"{0: 13.38530901023834, 1: 41.718809779830785, 2: 7.620414554821096, 3: 4.5104229271388325, 4: 3.746321090902008, 5: 14.423978892441903}","{0: 3.204450967605626, 1: 43.50108636277934, 2: 8.72789230772197, 3: 5.586117764208187, 4: 4.971654200159623, 5: 10.037488893076116}","{0: 11.444626809571236, 1: 98.21611066530116, 2: 10.817822243838167, 3: 3.9967054798297488, 4: 5.204877711657861, 5: 22.889275351388534}","{0: 29.455033404709837, 1: 42.01731706172379, 2: 7.147529614266234, 3: 20.3125, 4: 7.975464565417237, 5: 25.57733100142322}"
0.8049450549450551,"{0: 44.25129167103381, 1: 97.33333333333333, 2: 94.73489592242059, 3: 40.125229401888404, 4: 26.8104979713537, 5: 50.01997274666663}","{0: 26.910998970697403, 1: 82.91560497784799, 2: 60.62658898403657, 3: 37.63183510600833, 4: 31.352095023245028, 5: 49.54770928083502}","{0: 53.26539606250453, 1: 109.65446689056263, 2: 83.99308359361373, 3: 51.21830546606179, 4: 50.51885496317314, 5: 94.27652692376074}","{0: 12.252969997874965, 1: 97.33331489576689, 2: 65.22016452707892, 3: 46.681341319716616, 4: 37.23676653985153, 5: 55.91126777033372}"
0.8076923076923077,"{0: 40.42533047880158, 1: 29.607406808395414, 2: 37.49030040047436, 3: 10.516476525225821, 4: 13.227801382707716, 5: 23.951111765936343}","{0: 38.84518030547084, 1: 34.14017288000332, 2: 39.691316761368924, 3: 10.10166181762032, 4: 11.617461164231363, 5: 23.799458809983065}","{0: 58.70924073757302, 1: 39.606041127239465, 2: 54.11689598599214, 3: 11.025907578846606, 4: 22.142173290085598, 5: 31.64742105869695}","{0: 43.029607273678636, 1: 35.0120803591268, 2: 35.830077038351575, 3: 15.584708592546656, 4: 18.44291766788837, 5: 27.579236476206564}"
0.8104395604395604,"{0: 15.505871542255996, 1: 15.172781990185888, 2: 10.681918568551767, 3: 5.680778789899065, 4: 6.672753053018212, 5: 6.892446804981162}","{0: 21.276514616387313, 1: 21.14704919719497, 2: 15.271962464753129, 3: 6.339023177182511, 4: 4.4197084412654375, 5: 11.166097620247816}","{0: 25.80739800842893, 1: 22.821120884122774, 2: 18.774597822422933, 3: 8.631951134798959, 4: 6.391993725869966, 5: 8.83708849800106}","{0: 24.103889724076975, 1: 18.691557894453677, 2: 14.822284722908792, 3: 8.717637679229535, 4: 8.25966670861194, 5: 5.233302768237657}"
0.8131868131868132,"{0: 23.28968855660872, 1: 46.90850331333786, 2: 21.40256804388928, 3: 27.865180424539933, 4: 32.28075055238428, 5: 40.09524319507444}","{0: 20.806331432569436, 1: 45.35114325032222, 2: 15.985347817979118, 3: 25.87566159572653, 4: 27.70428124809749, 5: 37.58505303192301}","{0: 28.48670175410091, 1: 51.79759619487354, 2: 27.486298723238384, 3: 40.7155853467153, 4: 32.561075771614334, 5: 46.98394621044169}","{0: 25.963601450823734, 1: 42.05211629196849, 2: 21.80203563418004, 3: 32.18887140120844, 4: 37.64031483963691, 5: 28.38292394593667}"
0.8159340659340659,"{0: 6.453536308081765, 1: 4.056502181522791, 2: 4.409583836262431, 3: 3.872347914069169, 4: 4.956152345345861, 5: 4.925466459574323}","{0: 5.300468722606265, 1: 6.068649508089866, 2: 5.302394173108556, 3: 3.8958939308069014, 4: 5.411630585512636, 5: 3.0493782209643108}","{0: 7.7658263781032995, 1: 7.010650277008641, 2: 7.89295089121971, 3: 6.09830440783806, 4: 8.404214614586802, 5: 4.234291007692609}","{0: 5.912794444291855, 1: 4.776387654255795, 2: 5.355161064005817, 3: 4.332137608562696, 4: 5.382044546312428, 5: 5.77207653164391}"
0.8186813186813187,"{0: 4.828542463165434, 1: 15.836135541355626, 2: 8.02008366071519, 3: 10.25365777085955, 4: 12.132495793725818, 5: 16.083122308473904}","{0: 10.213600358133956, 1: 18.39051453794877, 2: 10.077311214812136, 3: 11.9880259590135, 4: 11.535235112083063, 5: 15.597160072433281}","{0: 9.760838899190304, 1: 21.126962783508706, 2: 13.63157563745174, 3: 13.15586617745541, 4: 9.313936720825188, 5: 20.211047387198974}","{0: 5.116065505918271, 1: 17.461692523831918, 2: 7.829562427809177, 3: 14.72358231739888, 4: 11.13482677060511, 5: 16.741687656138875}"
0.8214285714285714,"{0: 7.806655693780051, 1: 19.901371725361074, 2: 9.594826731193825, 3: 9.575595167234837, 4: 12.929276034793853, 5: 10.289124627376088}","{0: 14.19295231658478, 1: 23.50739404535608, 2: 15.117310405188283, 3: 10.597891288322336, 4: 11.486652259616179, 5: 14.24974559022428}","{0: 15.12209982653138, 1: 32.41028864506739, 2: 19.088692329041795, 3: 17.567229447918727, 4: 14.631809037588221, 5: 16.48570962138662}","{0: 10.901398307275137, 1: 20.701458958190717, 2: 13.729544380625777, 3: 15.381021588511018, 4: 14.40628825277652, 5: 21.41559359319898}"
0.8241758241758241,"{0: 6.885869262275605, 1: 60.3587786228102, 2: 10.483872729989406, 3: 32.64405961555851, 4: 35.47179623447109, 5: 6.6686191626409554}","{0: 5.007419889210172, 1: 36.61657576244587, 2: 6.405280345222612, 3: 28.592463285789716, 4: 35.82290831372222, 5: 13.96904401052469}","{0: 11.39594012471848, 1: 36.08190742857883, 2: 18.699398060332825, 3: 21.279210832871733, 4: 68.01597567351658, 5: 20.585001444061522}","{0: 6.500707649009605, 1: 23.046404123072435, 2: 5.618665112022462, 3: 30.701449293048114, 4: 37.784418306164135, 5: 16.64734797782109}"
0.8269230769230769,"{0: 6.456849707926698, 1: 16.046256425864176, 2: 6.796537637381263, 3: 8.819555021022714, 4: 9.22703085573452, 5: 12.631151154308602}","{0: 6.048581441710407, 1: 10.494133354110579, 2: 5.004285729245095, 3: 7.475990343739386, 4: 8.632055379889474, 5: 4.533730893976251}","{0: 9.433773456307065, 1: 10.649317792726427, 2: 7.001041970258154, 3: 5.504350161387396, 4: 16.59578805841276, 5: 6.318699984937841}","{0: 10.16007423032289, 1: 18.758425368317038, 2: 11.395527717187806, 3: 9.439003343212407, 4: 9.129231303399829, 5: 11.394390285506082}"
0.8296703296703297,"{0: 3.9902618349095804, 1: 5.424623913034348, 2: 2.7100036780473533, 3: 4.446890272974432, 4: 3.76871731044246, 5: 3.680775345328693}","{0: 3.804589647645242, 1: 4.88926752399826, 2: 2.5593716108753255, 3: 3.903693170983418, 4: 2.4910519619901326, 5: 2.5520250748520437}","{0: 5.724259495900411, 1: 5.949317259765091, 2: 2.9969215267341984, 3: 7.388923698052231, 4: 4.925659047815523, 5: 5.112195716017337}","{0: 4.788179637530535, 1: 4.624088529061699, 2: 2.6962246172146274, 3: 4.312906787086905, 4: 4.88654095554639, 5: 4.546064600764802}"
0.8324175824175825,"{0: 11.25759756299422, 1: 30.093302383331487, 2: 13.783010711350755, 3: 21.11633816272358, 4: 7.519106230754038, 5: 28.756635571416158}","{0: 14.914509378852719, 1: 38.858261339122805, 2: 13.361328492430616, 3: 23.549514978911613, 4: 8.981875339102771, 5: 34.243268551941696}","{0: 19.64196985360581, 1: 61.15498828315143, 2: 15.71355964462216, 3: 32.091675122723494, 4: 14.778799149304389, 5: 52.72041269698724}","{0: 11.908625154038532, 1: 27.617826235649574, 2: 26.38999552899513, 3: 22.022088666205423, 4: 9.855579920645795, 5: 42.92261411501513}"
0.8351648351648352,"{0: 18.28528256009578, 1: 43.849320989410735, 2: 29.200501840399863, 3: 22.666917382838836, 4: 20.506323216117927, 5: 33.2992821546268}","{0: 24.71921446762241, 1: 42.76106726152579, 2: 18.084363375576125, 3: 20.56711886057136, 4: 21.967442145318785, 5: 20.759775042802833}","{0: 30.835773567725877, 1: 47.56243231975522, 2: 23.628008659425298, 3: 21.813665298680554, 4: 28.506815592707397, 5: 30.887110702922477}","{0: 20.8587367574895, 1: 56.69858470399734, 2: 46.8691241156309, 3: 20.63773738753477, 4: 20.222865169282038, 5: 31.280747286727898}"
0.8379120879120879,"{0: 28.716576740846552, 1: 47.82037305690221, 2: 25.949568769479338, 3: 23.14831872233584, 4: 29.31772745547913, 5: 34.68469245563278}","{0: 23.11793496540834, 1: 37.19204257629712, 2: 24.832418866749833, 3: 18.874627888269625, 4: 26.864109750989616, 5: 19.43607928492365}","{0: 31.234600670715064, 1: 45.58651167289028, 2: 32.78724748151682, 3: 27.466258550235164, 4: 37.33944734423142, 5: 28.611037009389918}","{0: 33.28896654326317, 1: 47.7167885276157, 2: 27.11081382767883, 3: 23.491426211049458, 4: 29.892156156566386, 5: 35.84667025760249}"
0.8406593406593407,"{0: 1.4245801291086202, 1: 1.1506244146150826, 2: 1.2189188786763143, 3: 0.8010750289137784, 4: 0.8142962775938329, 5: 1.376925350462562}","{0: 1.3220941139210893, 1: 1.0041149183925449, 2: 1.3038676878184143, 3: 0.943833251457641, 4: 0.6370369036755568, 5: 1.1893366460270778}","{0: 1.709374274613102, 1: 0.9291401332076606, 2: 1.1175908600664837, 3: 1.073574013725852, 4: 1.2623540944695086, 5: 1.6248284686406487}","{0: 1.5247539548238402, 1: 1.134352669106018, 2: 1.2918751155120223, 3: 0.7409764143120414, 4: 0.8320335215493874, 5: 1.4167566482210912}"
0.8434065934065934,"{0: 2.515898839375654, 1: 7.6879452748387225, 2: 4.5754025718686, 3: 5.3268163153953, 4: 3.302294027660432, 5: 2.5423831845826204}","{0: 4.354599263233235, 1: 7.093069417155029, 2: 3.9150827249155804, 3: 5.247425683088265, 4: 3.4737427092011584, 5: 4.156605844200676}","{0: 5.984157000960594, 1: 7.93135091564619, 2: 6.075403145464173, 3: 4.133298944692846, 4: 5.454272843279742, 5: 6.010330598815622}","{0: 3.7637901942622265, 1: 6.173218723618447, 2: 6.204999491002526, 3: 5.289146131338486, 4: 3.85314360538273, 5: 3.8469100001415586}"
0.8461538461538461,"{0: 6.607442120683011, 1: 20.616494125548993, 2: 12.315419836530053, 3: 11.959054197434307, 4: 14.42621980931551, 5: 9.326879977936889}","{0: 12.786870836383004, 1: 26.784547804488977, 2: 15.95109585732955, 3: 13.867689582719896, 4: 10.732507995255846, 5: 13.018416537148417}","{0: 12.804004758461843, 1: 34.619625359359574, 2: 23.9383940992147, 3: 17.61450880357575, 4: 14.072157214281047, 5: 14.50021101106029}","{0: 7.061087054355046, 1: 24.976551566805313, 2: 13.125636868847286, 3: 14.75105368417578, 4: 18.63050632506004, 5: 10.067068439934035}"
0.8489010989010989,"{0: 18.968310321145413, 1: 27.087572222974377, 2: 11.330146550098931, 3: 12.83039757040651, 4: 15.209265781064227, 5: 10.628746475513381}","{0: 20.23213844852654, 1: 33.936877875489635, 2: 12.8918573527626, 3: 14.383879699505764, 4: 14.909559334155494, 5: 14.979676170761763}","{0: 23.803384124754366, 1: 39.17471666163519, 2: 16.712671326528366, 3: 16.613522747995177, 4: 20.164753579942126, 5: 14.67720171396828}","{0: 19.055262793590444, 1: 26.318271595426015, 2: 15.165388607827834, 3: 8.230806896846621, 4: 17.923730894442425, 5: 13.5516049784953}"
0.8516483516483516,"{0: 22.782290012438512, 1: 28.455726330073215, 2: 8.97848125212083, 3: 15.883765438905968, 4: 8.819325557703445, 5: 16.18461968981605}","{0: 21.04969680082243, 1: 32.21856060527434, 2: 11.044169500456045, 3: 18.042867727270515, 4: 9.6887631919206, 5: 10.739135835565591}","{0: 29.48313490834562, 1: 44.77948630901665, 2: 16.12177673903318, 3: 17.573139644815573, 4: 13.80144815467964, 5: 9.639356363259227}","{0: 20.467087033974035, 1: 30.826764997989866, 2: 19.651070867932418, 3: 17.30645847145117, 4: 14.988276838027994, 5: 19.289124211765223}"
0.8543956043956044,"{0: 24.496504230206956, 1: 39.46678996749247, 2: 15.685288843435771, 3: 21.575753442080913, 4: 22.653714587215465, 5: 24.566852687090613}","{0: 19.253725435666897, 1: 30.009840936473697, 2: 12.40819909054133, 3: 18.728032144831932, 4: 25.85438210567675, 5: 11.55644019060523}","{0: 25.579960704807814, 1: 33.99001003669865, 2: 21.14845393215931, 3: 21.105080871975463, 4: 33.77988206277245, 5: 18.90424364819358}","{0: 22.14322723849541, 1: 21.8279553548702, 2: 14.303734321955348, 3: 17.74613255085591, 4: 23.780343784236294, 5: 20.2508542797034}"
0.8571428571428571,"{0: 4.456162401025866, 1: 4.3483713958001795, 2: 4.680845745428537, 3: 2.6042084575565645, 4: 3.7089132110635687, 5: 4.5741247406549}","{0: 3.8563808200733996, 1: 2.447107877946952, 2: 4.123418140627373, 3: 2.5124119084353986, 4: 3.0852718275584174, 5: 2.1321194531743757}","{0: 6.227536391469996, 1: 3.8041989482004315, 2: 6.283637338022866, 3: 1.923146036643767, 4: 4.611411624176131, 5: 3.1673554584450434}","{0: 4.120014100632329, 1: 5.63434352166045, 2: 4.686390901419554, 3: 2.4752096383847637, 4: 4.235848377168838, 5: 4.545472413603999}"
0.8598901098901099,"{0: 9.352604706924431, 1: 25.95661016933469, 2: 11.637408071532434, 3: 15.366969873043095, 4: 14.231624576388787, 5: 14.66234478431817}","{0: 11.63074965344497, 1: 22.78181494042741, 2: 10.765098960805034, 3: 14.995483359853234, 4: 13.53888549876981, 5: 11.099913216632066}","{0: 13.15406673366905, 1: 25.743900421695407, 2: 13.836246810349843, 3: 15.218806828417945, 4: 19.294313271773873, 5: 12.264009022617692}","{0: 11.639219953133216, 1: 27.408885632660468, 2: 10.573351895358783, 3: 16.57801211105372, 4: 15.261203362677973, 5: 20.139452593580753}"
0.8626373626373627,"{0: 17.00165721091219, 1: 31.207369067280514, 2: 18.590115504458975, 3: 18.038185000254387, 4: 18.640995119002646, 5: 20.011605212390137}","{0: 13.937561061028793, 1: 25.371578187414162, 2: 17.346867827394156, 3: 15.489175969506709, 4: 16.09258098759298, 5: 11.589687651178057}","{0: 18.93954554948816, 1: 33.743024601300874, 2: 22.183382207093025, 3: 20.679868584700312, 4: 23.094828861667644, 5: 18.18734248460688}","{0: 17.739508328573564, 1: 31.177960066738404, 2: 18.997752466241753, 3: 18.370798687801766, 4: 20.653025537662657, 5: 23.804798373328858}"
0.8653846153846154,"{0: 17.07687147450208, 1: 30.802187322239632, 2: 16.37437156877782, 3: 14.287396236075727, 4: 15.990822189968535, 5: 13.012584338950926}","{0: 12.22909322727097, 1: 23.547665541133743, 2: 18.006356149098902, 3: 12.064385327037122, 4: 14.522292091016245, 5: 9.582664940904923}","{0: 17.610497332201724, 1: 27.019483457729628, 2: 24.030541320265705, 3: 14.01425442155912, 4: 19.42533869153392, 5: 13.381882903105344}","{0: 15.875816037592102, 1: 31.100098061559535, 2: 14.968417088379539, 3: 8.792630258893587, 4: 15.736288350641104, 5: 11.229077397258033}"
0.8681318681318682,"{0: 5.611102198152413, 1: 24.267447538356773, 2: 12.134352261806967, 3: 7.530717224446694, 4: 9.944336824996059, 5: 7.355930642988395}","{0: 9.322504366915274, 1: 24.808149989437982, 2: 10.230741072103315, 3: 7.006528652358462, 4: 9.094737772277618, 5: 5.86359037557209}","{0: 8.904010244241784, 1: 33.8979022658083, 2: 14.03569908105965, 3: 8.144508862375394, 4: 13.369242841380885, 5: 8.272141929624462}","{0: 7.600496894385338, 1: 25.189775199859962, 2: 9.517710521605505, 3: 8.674724838574319, 4: 12.03092273759375, 5: 14.071490722870658}"
0.8708791208791209,"{0: 10.548632261703462, 1: 8.103514827152736, 2: 8.250904300454124, 3: 3.5200600901154977, 4: 4.353753577981529, 5: 4.292668885455353}","{0: 8.018601983296994, 1: 10.107583513360966, 2: 8.699992533978488, 3: 3.6515794800846684, 4: 4.416116080685012, 5: 2.9871826297853685}","{0: 11.835845876864271, 1: 10.61625457075663, 2: 9.589872550909913, 3: 4.295237599542399, 4: 6.252235968348409, 5: 4.728708780248064}","{0: 9.676328285168081, 1: 7.28915226695531, 2: 10.267602001333607, 3: 2.1589120924449148, 4: 4.205635712354732, 5: 6.914488034304517}"
0.8736263736263736,"{0: 12.186932592400638, 1: 33.04993234873126, 2: 10.765475582367024, 3: 21.21202180848341, 4: 20.761413144913927, 5: 26.76932741964866}","{0: 14.686290609079904, 1: 32.50575321515458, 2: 10.71681324469356, 3: 20.418183920034725, 4: 20.42204721156963, 5: 22.4928692258302}","{0: 14.633332965690391, 1: 40.924762705805456, 2: 18.209632589314715, 3: 26.70482104855516, 4: 27.543664784332915, 5: 27.120944979370737}","{0: 12.29822267369291, 1: 35.64948687311376, 2: 14.823403149025387, 3: 19.820452192286286, 4: 21.49505905909157, 5: 25.289540434964564}"
0.8763736263736264,"{0: 15.26832826819576, 1: 14.112138560795335, 2: 11.987453084225288, 3: 14.036519505951688, 4: 19.91709755935607, 5: 15.255075301285899}","{0: 19.224324698737064, 1: 21.48215930785985, 2: 11.321403766437376, 3: 12.457899172947, 4: 20.864281218146683, 5: 14.534395272456052}","{0: 17.301906800741186, 1: 22.81218326338636, 2: 13.002390882273938, 3: 13.488117740531104, 4: 15.74308551261331, 5: 15.654971143939953}","{0: 14.829307294441952, 1: 16.691018838530667, 2: 16.129781134197852, 3: 15.22717001734508, 4: 9.517916928590154, 5: 15.908099185048101}"
0.8791208791208791,"{0: 17.877401353741188, 1: 54.58321118719818, 2: 20.627951032397547, 3: 33.2607527645356, 4: 30.817688960059783, 5: 30.236365825056836}","{0: 22.43504552734279, 1: 50.79124935226452, 2: 20.184714266365546, 3: 30.080461635450884, 4: 30.664685076877458, 5: 26.3490894335475}","{0: 25.42947141502754, 1: 74.26387731545721, 2: 30.07358382732238, 3: 49.47339751502853, 4: 41.615992963092204, 5: 34.44343820009577}","{0: 20.432112753483054, 1: 53.62719032935413, 2: 17.218708683075103, 3: 34.06908555409809, 4: 24.18394430176963, 5: 24.57962982612439}"
0.8818681318681318,"{0: 7.485724742246426, 1: 7.8213302800259825, 2: 2.944577242403318, 3: 5.637737624694026, 4: 10.710070436677626, 5: 5.036231884057976}","{0: 5.2592206467183855, 1: 8.682026585625895, 2: 3.958514331265537, 3: 6.261950493545455, 4: 11.57146582204436, 5: 5.162885817707935}","{0: 4.743402655516942, 1: 8.361291808597791, 2: 7.698892320994979, 3: 7.251250776327216, 4: 17.665417031052957, 5: 3.764446986923283}","{0: 8.857911584496412, 1: 7.8035187214687545, 2: 3.027026977552218, 3: 5.697077547250932, 4: 11.281720317889944, 5: 6.080365434131131}"
0.8846153846153846,"{0: 26.05660907002574, 1: 40.024773710170706, 2: 22.34857771580921, 3: 24.681604453058583, 4: 31.36812297405487, 5: 26.494917089608396}","{0: 27.211900050340574, 1: 28.325780525443832, 2: 17.0901643135357, 3: 22.496731921153565, 4: 28.397337726326565, 5: 10.86136991430134}","{0: 33.96592659984027, 1: 40.44443007406522, 2: 25.322535760602204, 3: 27.299388661040414, 4: 35.662125655124356, 5: 18.00470903952671}","{0: 20.3518790859691, 1: 39.12977542352291, 2: 21.731286466384443, 3: 10.856032245673271, 4: 28.571620846059243, 5: 32.733773529567145}"
0.8873626373626373,"{0: 18.7563429367891, 1: 33.10370217009413, 2: 17.662083248009733, 3: 26.338163144846124, 4: 22.810353252937418, 5: 24.73507966931332}","{0: 15.450966983976281, 1: 24.903309062449665, 2: 11.970373032279355, 3: 22.579176347053505, 4: 22.328065382748445, 5: 12.757619810447311}","{0: 19.970494895589244, 1: 27.47337235507948, 2: 18.409285482275568, 3: 21.374624212908003, 4: 31.44146246605366, 5: 17.315634575149126}","{0: 19.327896876282253, 1: 35.855612573936476, 2: 15.543522659145806, 3: 23.06005787324607, 4: 24.41519766473239, 5: 26.658620306311537}"
0.8901098901098901,"{0: 5.623316009649169, 1: 7.088628941955105, 2: 5.382263314879185, 3: 5.340206017477088, 4: 7.80209730086746, 5: 6.611942038593433}","{0: 5.198314700161612, 1: 5.017565763014006, 2: 4.818594965195437, 3: 5.671239734053555, 4: 7.76515596533424, 5: 4.544642172909527}","{0: 7.267816463988198, 1: 5.1079131273154275, 2: 6.597844811471393, 3: 5.314494981658168, 4: 8.881633068987634, 5: 4.550666328889564}","{0: 4.583911358426822, 1: 7.967763871292786, 2: 5.242965347486202, 3: 3.201711944903961, 4: 7.485020673226413, 5: 7.4925859312653165}"
